"sitenum","latitude","longitude","year","chla_mean","sst_mean","upwelling_mean"
48,32.7116661071777,-117.25,2000,1.1563000023365,16.9539737277561,85.1771087646484
48,32.7116661071777,-117.25,2001,1.39215385455352,17.1233532106554,69.2296676635742
48,32.7116661071777,-117.25,2002,1.46554546193643,16.0318221692686,71.4000549316406
48,32.7116661071777,-117.25,2003,1.18525001903375,15.7135738715147,79.2738800048828
47,32.8199996948242,-117.276664733887,2000,0.942272730849006,17.1513870053175,85.1771087646484
47,32.8199996948242,-117.276664733887,2001,1.25684616428155,17.1512810202206,69.2296676635742
47,32.8199996948242,-117.276664733887,2002,1.276818188754,16.0246115145476,71.4000549316406
47,32.8199996948242,-117.276664733887,2003,1.12100001921256,15.5009366628286,79.2738800048828
46,32.8400001525879,-117.279998779297,2000,0.883428577865873,17.2152516648576,85.1771087646484
46,32.8400001525879,-117.279998779297,2001,1.139250010252,17.1551421483358,69.2296676635742
46,32.8400001525879,-117.279998779297,2002,1.10600001471383,16.1350016820998,71.4000549316406
46,32.8400001525879,-117.279998779297,2003,0.800374999642372,15.4216915130615,79.2738800048828
45,33.439998626709,-118.476669311523,2000,0.607733335097631,16.5513930394099,70.7193202972412
45,33.439998626709,-118.476669311523,2001,0.466800002257029,17.3227996826172,57.3170413970947
45,33.439998626709,-118.476669311523,2002,0.661142860140119,16.4516268069927,57.1656532287598
45,33.439998626709,-118.476669311523,2003,0.591666660375065,16.4397968234438,65.4043922424316
44,33.4500007629395,-118.480003356934,2000,0.607733335097631,16.4886601139122,70.7193202972412
44,33.4500007629395,-118.480003356934,2001,0.466800002257029,17.2271355551642,57.3170413970947
44,33.4500007629395,-118.480003356934,2002,0.661142860140119,16.3877765315853,57.1656532287598
44,33.4500007629395,-118.480003356934,2003,0.591666660375065,16.4515567470241,65.4043922424316
43,33.4599990844727,-118.519996643066,2000,0.558000002916043,16.5149812092857,56.261531829834
43,33.4599990844727,-118.519996643066,2001,0.447384616503349,17.2284172445104,45.4044151306152
43,33.4599990844727,-118.519996643066,2002,0.619066667556763,16.3438144977276,42.9312515258789
43,33.4599990844727,-118.519996643066,2003,0.566611107852724,16.4734869564281,51.5349044799805
42,33.7000007629395,-118.286666870117,2000,1.40357143538339,16.2309802488847,56.261531829834
42,33.7000007629395,-118.286666870117,2001,1.17292306973384,17.0846311024257,45.4044151306152
42,33.7000007629395,-118.286666870117,2002,1.38599999134357,16.2354458545117,42.9312515258789
42,33.7000007629395,-118.286666870117,2003,1.47592305678588,16.2720063462549,51.5349044799805
41,33.7099990844727,-118.309997558594,2000,1.40357143538339,16.0993441009521,56.261531829834
41,33.7099990844727,-118.309997558594,2001,1.17292306973384,16.9912916300248,45.4044151306152
41,33.7099990844727,-118.309997558594,2002,1.38599999134357,16.1831500588394,42.9312515258789
41,33.7099990844727,-118.309997558594,2003,1.47592305678588,16.1141546939282,51.5349044799805
40,33.7599983215332,-118.419998168945,2000,1.39450001219908,16.0508834948907,56.261531829834
40,33.7599983215332,-118.419998168945,2001,1.06416666507721,16.8371222813924,45.4044151306152
40,33.7599983215332,-118.419998168945,2002,1.33177777131399,16.1759218952873,42.9312515258789
40,33.7599983215332,-118.419998168945,2003,1.46576921297954,15.9274794197083,51.5349044799805
38,34.0366655985514,-119.663335164388,2000,1.10178571513721,14.740646080232,104.393695831299
38,34.0366655985514,-119.663335164388,2001,1.34607692865225,15.5794442909351,77.1861267089844
38,34.0366655985514,-119.663335164388,2002,1.34207692513099,14.7182457767316,82.5877532958984
38,34.0366655985514,-119.663335164388,2003,1.80946153860826,14.7174772103628,96.1778678894043
39,34.043332417806,-119.780001322428,2000,1.15940001010895,14.5454354219034,104.393695831299
39,34.043332417806,-119.780001322428,2001,1.55093750357628,15.3476856204047,77.1861267089844
39,34.043332417806,-119.780001322428,2002,1.72452942062827,14.6062450726827,82.5877532958984
39,34.043332417806,-119.780001322428,2003,1.70340000788371,14.5659726837934,96.1778678894043
37,34.060001373291,-119.850001017253,2000,1.28046666781108,14.4161679585775,104.393695831299
37,34.060001373291,-119.850001017253,2001,1.8489444454511,15.1409173456828,77.1861267089844
37,34.060001373291,-119.850001017253,2002,2.19005884142483,14.6125538565896,82.5877532958984
37,34.060001373291,-119.850001017253,2003,2.02659999926885,14.4664254039526,96.1778678894043
36,34.4540008544922,-120.055999755859,2000,1.67028571878161,14.4227629870903,104.393695831299
36,34.4540008544922,-120.055999755859,2001,2.3885714326586,15.2132881519406,77.1861267089844
36,34.4540008544922,-120.055999755859,2002,2.42990907755765,14.8878357410431,82.5877532958984
36,34.4540008544922,-120.055999755859,2003,2.09110000133514,14.3973648120195,96.1778678894043
34,34.4599990844727,-120.269996643066,2000,1.89581820097837,14.2815565676303,104.393695831299
35,34.4599990844727,-120.268179460005,2000,1.89581820097837,14.2815565676303,104.393695831299
34,34.4599990844727,-120.269996643066,2001,2.54227273030715,15.0407948107333,77.1861267089844
35,34.4599990844727,-120.268179460005,2001,2.54227273030715,15.0407948107333,77.1861267089844
34,34.4599990844727,-120.269996643066,2002,2.33038461208344,14.4221951663494,82.5877532958984
35,34.4599990844727,-120.268179460005,2002,2.33038461208344,14.4221951663494,82.5877532958984
34,34.4599990844727,-120.269996643066,2003,1.81075000762939,14.281322479248,96.1778678894043
35,34.4599990844727,-120.268179460005,2003,1.81075000762939,14.281322479248,96.1778678894043
33,35.6100006103516,-121.150001525879,2000,1.32799998351506,12.5423713326454,118.223621368408
33,35.6100006103516,-121.150001525879,2001,2.30514285394124,12.9674225587111,84.3648262023926
33,35.6100006103516,-121.150001525879,2002,3.14662501215935,13.0190106305209,94.2251815795898
33,35.6100006103516,-121.150001525879,2003,1.36950001120567,12.4700162887573,99.2607650756836
32,35.6300010681152,-121.190002441406,2000,1.32799998351506,12.5225084204423,118.223621368408
32,35.6300010681152,-121.190002441406,2001,2.20100000229749,12.9220440864563,84.3648262023926
32,35.6300010681152,-121.190002441406,2002,3.13624997933706,13.01720767551,94.2251815795898
32,35.6300010681152,-121.190002441406,2003,1.39590001106262,12.5505712453057,99.2607650756836
31,35.6599998474121,-121.279998779297,2000,1.22399999201298,12.4612251326095,118.223621368408
31,35.6599998474121,-121.279998779297,2001,2.3230000005828,12.8708185468401,84.3648262023926
31,35.6599998474121,-121.279998779297,2002,3.05045450817455,13.0319507598877,94.2251815795898
31,35.6599998474121,-121.279998779297,2003,1.39871429545539,12.5886881113052,99.2607650756836
30,36.4466667175293,-121.923332214355,2000,1.64875000715256,12.1704656755602,118.223621368408
30,36.4466667175293,-121.923332214355,2001,2.23562499880791,12.4920950688814,84.3648262023926
30,36.4466667175293,-121.923332214355,2002,4.64599996805191,12.4044269834246,94.2251815795898
30,36.4466667175293,-121.923332214355,2003,1.99285711560931,12.1005185842514,99.2607650756836
29,36.4799995422363,-121.940002441406,2000,1.78291666507721,12.1673834517195,118.223621368408
29,36.4799995422363,-121.940002441406,2001,2.35863635756753,12.5442297835099,84.3648262023926
29,36.4799995422363,-121.940002441406,2002,4.43980000019073,12.4156727109637,94.2251815795898
29,36.4799995422363,-121.940002441406,2003,1.85859999060631,12.1485608518124,99.2607650756836
28,36.5099983215332,-121.946665445964,2000,2.61300000277433,12.1673834517195,120.816497802734
28,36.5099983215332,-121.946665445964,2001,3.84136364676736,12.5442297835099,84.5350723266602
28,36.5099983215332,-121.946665445964,2002,6.05620005130768,12.4156727109637,94.482032775879
28,36.5099983215332,-121.946665445964,2003,3.27759996652603,12.1485608518124,100.724250793457
27,38.310001373291,-123.069999694824,2000,3.04187496006489,10.6646176157771,92.1481399536133
27,38.310001373291,-123.069999694824,2001,7.26390006542206,11.8173885345459,58.5866661071777
27,38.310001373291,-123.069999694824,2002,10.2826666567061,11.300465459409,72.1989593505859
27,38.310001373291,-123.069999694824,2003,6.85288891527388,11.13300150091,66.3072509765625
26,38.3199996948242,-123.069999694824,2000,3.04187496006489,10.683969798841,92.1481399536133
26,38.3199996948242,-123.069999694824,2001,7.26390006542206,11.7555486361186,58.5866661071777
26,38.3199996948242,-123.069999694824,2002,10.2826666567061,11.300465459409,72.1989593505859
26,38.3199996948242,-123.069999694824,2003,6.85288891527388,11.1121779610129,66.3072509765625
25,38.3833325703939,-123.086664835612,2000,3.16659998893738,10.5734464857313,92.1481399536133
25,38.3833325703939,-123.086664835612,2001,7.7357144015176,11.5755250207309,58.5866661071777
25,38.3833325703939,-123.086664835612,2002,12.117000023524,11.2003771918161,72.1989593505859
25,38.3833325703939,-123.086664835612,2003,7.04166676600774,10.9771242141724,66.3072509765625
24,39.272500038147,-123.7975025177,2000,1.40266662836075,11.4972905317942,94.7017784118652
24,39.272500038147,-123.7975025177,2001,3.73149999976158,12.0812067232634,61.816125869751
24,39.272500038147,-123.7975025177,2002,5.17425003647804,11.3191576710454,80.826229095459
24,39.272500038147,-123.7975025177,2003,1.95144449339973,11.2785838974847,62.2071666717529
23,39.3400001525879,-123.819999694824,2000,1.49219995737076,11.4395993737613,94.7017784118652
23,39.3400001525879,-123.819999694824,2001,3.70500000317891,12.0757991839678,61.816125869751
23,39.3400001525879,-123.819999694824,2002,5.47200005395072,11.2893171310425,80.826229095459
23,39.3400001525879,-123.819999694824,2003,1.67714289256505,11.4246252811316,62.2071666717529
22,39.4149990081787,-123.809997558594,2000,1.57459995746613,11.4028610885143,94.7017784118652
22,39.4149990081787,-123.809997558594,2001,4.09375,12.0583272482219,61.816125869751
22,39.4149990081787,-123.809997558594,2002,4.81899997166225,11.2951894487653,80.826229095459
22,39.4149990081787,-123.809997558594,2003,2.0000000340598,11.4574823081493,62.2071666717529
21,39.5974988937378,-123.779998779297,2000,1.61557141372136,11.2777849479958,93.6817855834961
21,39.5974988937378,-123.779998779297,2001,4.57200004373278,11.9975369361139,72.7239418029785
21,39.5974988937378,-123.779998779297,2002,4.76099996434318,11.3872359395027,100.205375671387
21,39.5974988937378,-123.779998779297,2003,4.49955562750498,11.2734320504325,59.9318332672119
20,40.0200004577637,-124.073333740234,2000,1.37574999779463,11.4688070447821,93.6817855834961
20,40.0200004577637,-124.073333740234,2001,2.61644445525275,11.6927749542963,72.7239418029785
20,40.0200004577637,-124.073333740234,2002,3.7338570696967,11.1016384425916,100.205375671387
20,40.0200004577637,-124.073333740234,2003,3.83311112721761,11.1227678819136,59.9318332672119
19,41.060001373291,-124.150001525879,2000,2.87977777587043,10.7703270316124,74.6121196746826
19,41.060001373291,-124.150001525879,2001,8.1056250333786,11.5883297511509,66.7461071014404
19,41.060001373291,-124.150001525879,2002,9.37942852292742,10.5924214862642,94.8009185791016
19,41.060001373291,-124.150001525879,2003,7.16255566808912,10.8380037943522,48.5495433807373
18,43.2999992370605,-124.400001525879,2000,2.35169999599457,10.8237549066544,-32.744499206543
18,43.2999992370605,-124.400001525879,2001,3.21000003814697,12.1909809112549,1.49654960632324
18,43.2999992370605,-124.400001525879,2002,6.74312508106232,10.6584194790233,12.4590005874634
18,43.2999992370605,-124.400001525879,2003,8.2525715146746,10.9963274735671,-11.5358324050903
17,43.310001373291,-124.393333435059,2000,2.35169999599457,10.8237549066544,-32.744499206543
17,43.310001373291,-124.393333435059,2001,3.21000003814697,12.1909809112549,1.49654960632324
17,43.310001373291,-124.393333435059,2002,6.74312508106232,10.6584194790233,12.4590005874634
17,43.310001373291,-124.393333435059,2003,8.2525715146746,10.9963274735671,-11.5358324050903
16,43.3300018310547,-124.374000549316,2000,2.35255553987291,10.8896778209789,-32.744499206543
16,43.3300018310547,-124.374000549316,2001,3.17244447602166,12.113385563805,1.49654960632324
16,43.3300018310547,-124.374000549316,2002,6.37314292362758,10.7751012025056,12.4590005874634
16,43.3300018310547,-124.374000549316,2003,8.40666675567627,11.0441051165263,-11.5358324050903
15,44.2000007629395,-124.110000610352,2000,5.57577773597505,10.8752371470133,-43.020206451416
15,44.2000007629395,-124.110000610352,2001,5.51890900460157,11.8084810972214,-10.8301124572754
15,44.2000007629395,-124.110000610352,2002,9.16216671466827,10.8895483493805,-1.2008752822876
15,44.2000007629395,-124.110000610352,2003,11.9421109755834,10.9283628110532,-22.0002903938293
14,44.218334197998,-124.110000610352,2000,5.57577773597505,10.8883095741272,-43.020206451416
14,44.218334197998,-124.110000610352,2001,5.51890900460157,11.8995277741376,-10.8301124572754
14,44.218334197998,-124.110000610352,2002,9.16216671466827,10.8861770175752,-1.2008752822876
14,44.218334197998,-124.110000610352,2003,11.9421109755834,10.9433894498008,-22.0002903938293
13,44.2425012588501,-124.110000610352,2000,5.36914279631206,10.8883095741272,-43.020206451416
13,44.2425012588501,-124.110000610352,2001,5.52222212817934,11.8995277741376,-10.8301124572754
13,44.2425012588501,-124.110000610352,2002,9.42420001029968,10.8861770175752,-1.2008752822876
13,44.2425012588501,-124.110000610352,2003,12.0561427559171,10.9433894498008,-22.0002903938293
12,44.7466672261556,-124.059997558594,2000,4.82680006027222,10.9117870330811,-44.420166015625
12,44.7466672261556,-124.059997558594,2001,6.24700005849202,11.742710240682,-26.0681619644165
12,44.7466672261556,-124.059997558594,2002,6.92299997806549,11.467404127121,-14.9968132972717
12,44.7466672261556,-124.059997558594,2003,9.49916664759318,10.869131171185,-39.725154876709
11,44.8066673278809,-124.059997558594,2000,4.77550005912781,10.8806485831738,-44.420166015625
11,44.8066673278809,-124.059997558594,2001,6.20557144709996,11.7941164970398,-26.0681619644165
11,44.8066673278809,-124.059997558594,2002,6.98085713386536,11.4399623309865,-14.9968132972717
11,44.8066673278809,-124.059997558594,2003,9.57071426936558,10.7792716026306,-39.725154876709
10,44.8266677856445,-124.056666056315,2000,4.85760011672974,10.6983266557966,-44.420166015625
10,44.8266677856445,-124.056666056315,2001,6.28083332379659,11.804649848938,-26.0681619644165
10,44.8266677856445,-124.056666056315,2002,6.83566661675771,11.0363550980886,-14.9968132972717
10,44.8266677856445,-124.056666056315,2003,10.2708333333333,10.4953132152557,-39.725154876709
51,45.7549991607666,-123.965000152588,2000,7.78099993297032,10.6366918182373,-35.5444183349609
51,45.7549991607666,-123.965000152588,2001,6.06760005950928,12.1743508629177,-28.979549407959
51,45.7549991607666,-123.965000152588,2002,7.96928576060704,11.2800006866455,-15.1328754425049
51,45.7549991607666,-123.965000152588,2003,9.48216660817464,10.8331970691681,-46.9855613708496
9,45.7700004577637,-123.970001220703,2000,8.01599997282028,10.6366918182373,-35.5444183349609
9,45.7700004577637,-123.970001220703,2001,7.0371667544047,12.1743508629177,-28.979549407959
9,45.7700004577637,-123.970001220703,2002,11.5826666620043,11.2800006866455,-15.1328754425049
9,45.7700004577637,-123.970001220703,2003,8.84049990773201,10.8331970691681,-46.9855613708496
50,45.9133326212565,-123.976669311523,2000,9.02333331108093,10.9095899119522,-35.5444183349609
50,45.9133326212565,-123.976669311523,2001,7.37133344014486,12.3907764939701,-28.979549407959
50,45.9133326212565,-123.976669311523,2002,13.9085000356038,11.7440080112881,-15.1328754425049
50,45.9133326212565,-123.976669311523,2003,8.38119988441467,11.1863285187752,-46.9855613708496
6,47.8600006103516,-124.569999694824,2000,12.2348572186061,10.5223565101624,-57.6866073608398
6,47.8600006103516,-124.569999694824,2001,9.1297500729561,12.1826390902201,-42.955810546875
6,47.8600006103516,-124.569999694824,2002,7.96312487125397,10.1871432003222,-37.136116027832
6,47.8600006103516,-124.569999694824,2003,10.3781112035116,9.08038963317871,-47.0436458587646
5,47.8699989318848,-124.599998474121,2000,11.4811000347137,10.4442549773625,-57.6866073608398
5,47.8699989318848,-124.599998474121,2001,9.1297500729561,12.0032348367903,-42.955810546875
5,47.8699989318848,-124.599998474121,2002,7.60172718221491,10.2624460510586,-37.136116027832
5,47.8699989318848,-124.599998474121,2003,9.67750004927317,9.17609390135734,-47.0436458587646
4,47.939998626709,-124.658336639404,2000,9.88171434402466,10.5384241534818,-57.6866073608398
4,47.939998626709,-124.658336639404,2001,9.30028581619263,11.8877957105637,-42.955810546875
4,47.939998626709,-124.658336639404,2002,8.10855547587077,10.1775532279696,-37.136116027832
4,47.939998626709,-124.658336639404,2003,8.23000001907349,9.32780353001186,-47.0436458587646
3,48.3133341471354,-124.660003662109,2000,4.45799994468689,9.57218116521835,-57.6866073608398
3,48.3133341471354,-124.660003662109,2001,4.90366665522258,11.0254477500916,-42.955810546875
3,48.3133341471354,-124.660003662109,2002,6.84187489748001,9.0891453518587,-37.136116027832
3,48.3133341471354,-124.660003662109,2003,3.68728576387678,8.98539374934303,-47.0436458587646
2,48.3375005722046,-124.687501907349,2000,4.84377776251899,9.666602959504,-57.6866073608398
2,48.3375005722046,-124.687501907349,2001,4.80500003269741,11.0481958167498,-42.955810546875
2,48.3375005722046,-124.687501907349,2002,6.29262489080429,9.21374738538587,-37.136116027832
2,48.3375005722046,-124.687501907349,2003,3.67012500762939,9.1823369817036,-47.0436458587646
1,48.3891661961873,-124.650001525879,2000,3.55269997119904,9.5428530793441,-57.6866073608398
1,48.3891661961873,-124.650001525879,2001,3.74875000119209,10.8419412266124,-42.955810546875
1,48.3891661961873,-124.650001525879,2002,5.71222215228611,8.98350962003072,-37.136116027832
1,48.3891661961873,-124.650001525879,2003,2.83780001401901,8.75081372261047,-47.0436458587646
